"Variables ->","L_GDP_GAP","L_GDP_MINE_GAP","L_GDP_OTH_GAP","DL_GDP_yearly","DL_GDP_MINE_yearly","DL_GDP_OTH_yearly","D4L_GDP","D4L_GDP_MINE","D4L_GDP_OTH","RS","D4L_CPI","DLA_CPI","D4L_S","DLA_S","MCI","RMC","RR_GAP","L_Z_GAP"
"Comments ->","Output Gap (in %)","MINING Output Gap (in %)","NON-MINING Output Gap (in %)","Real GDP Growth Yearly (in % pa)","Real MINING GDP Growth Yearly (in % pa)","Real NON-MINING GDP Growth Yearly (in % pa)","Real GDP Growth YoY (in % pa)","Real MINING GDP Growth YoY (in % pa)","Real NON-MINING GDP Growth YoY (in % pa)","Nominal Policy Interest Rate (in % pa)","CPI Inflation YoY (in % pa)","CPI Inflation QoQ annualized (in % pa)","Nominal Exch. Rate Depreciation YoY (in % pa)","Nominal Exch. Rate Depreciation QoQ annualized (in % pa)","Real Monetary Condition Index (in % pa)","Real Marginal Cost  (in %)","Real Interest Rate Gap (in %)","Real Exchange Rate Gap (in %)"
"Class[Size] ->","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]","tseries[120-by-1]"
"2024Q4",4.43724273e+00,8.80763692e+00,3.66599670e+00,5.60285000e+00,1.63311658e+01,3.92051501e+00,3.60016000e+00,2.01534932e+01,8.14180024e-01,1.00000000e+01,7.36764588e+00,8.82738350e+00,2.56570227e+00,1.61078291e+01,4.85383456e+00,-2.09311997e+00,-8.00637613e-01,-8.62348268e+00
"2025Q1",2.46096618e+00,5.80822424e+00,1.87027358e+00,4.07283181e+00,1.31854227e+01,2.77084990e+00,1.47500726e+00,-2.45092448e-01,2.14685956e+00,1.00000000e+01,7.56057906e+00,6.88137274e+00,7.37602846e+00,1.43684248e+01,3.47962056e+00,-2.10142157e+00,-1.29666260e+00,-6.66380933e+00
"2025Q2",1.19903369e+00,3.78005969e+00,7.43558510e-01,3.72372527e+00,5.87037184e+00,3.17912955e+00,2.54289382e+00,-1.30320834e+01,4.08071862e+00,9.73156380e+00,8.10461575e+00,5.53842277e+00,1.05609617e+01,1.32161808e+01,2.82816498e+00,-1.73750392e+00,5.93501372e-02,-4.67404154e+00
"2025Q3",4.67592409e-01,2.41748396e+00,1.23493900e-01,9.34983713e-01,-7.94371211e-01,1.06340988e+00,-3.87812622e+00,-1.00538122e+01,-2.78811869e+00,9.32356305e+00,6.51857619e+00,4.82712576e+00,1.39247366e+01,1.20065117e+01,1.98498529e+00,-1.17767002e+00,7.28064561e-01,-2.82293244e+00
"2025Q4",1.06081338e-01,1.50939251e+00,-1.41561810e-01,-2.24286362e-01,-7.50755535e+00,8.50442724e-01,-1.03692030e+00,-6.69923335e+00,-3.76885869e-02,8.94390149e+00,5.47258851e+00,4.64343276e+00,1.25289728e+01,1.05247740e+01,1.14003770e+00,-6.00752846e-01,8.88713706e-01,-1.30758703e+00
"2026Q1",-2.07839712e-02,9.10297751e-01,-1.85092510e-01,-3.84627495e-01,-8.55096165e+00,7.53860296e-01,8.33642726e-01,-4.41871764e+00,1.76052985e+00,8.67934714e+00,4.95685980e+00,4.81845790e+00,1.11863882e+01,8.99808632e+00,4.29996216e-01,-1.23727909e-01,7.34982768e-01,-2.26671848e-01
"2026Q2",-2.04304790e-02,5.20186820e-01,-1.15833532e-01,-4.92138416e-01,-6.01206725e+00,4.82011820e-01,2.11285013e+00,-2.87650579e+00,2.99332471e+00,8.55229754e+00,4.86570199e+00,5.17379153e+00,9.78146004e+00,7.59646817e+00,-6.86561278e-02,1.93686647e-01,4.40065341e-01,4.07803773e-01
"2026Q3",2.99936341e-02,2.70513489e-01,-1.24510463e-02,1.20445631e+00,-3.95868340e+00,2.11559861e+00,2.90825267e+00,-1.84027681e+00,3.74622846e+00,8.54318468e+00,5.04930229e+00,5.56152699e+00,8.40022276e+00,6.48156256e+00,-3.43162130e-01,3.45425734e-01,1.33381427e-01,6.60857834e-01
"2026Q4",8.25544761e-02,1.14465615e-01,7.69230987e-02,2.29697495e+00,-2.57126805e+00,3.15607666e+00,3.33315429e+00,-1.14957197e+00,4.12422363e+00,8.61226576e+00,5.35945932e+00,5.88406088e+00,7.20317199e+00,5.73657092e+00,-4.28194155e-01,3.62487977e-01,-1.06853172e-01,6.42421477e-01
"2027Q1",1.13925911e-01,2.02108681e-02,1.30463859e-01,2.96357797e+00,-1.64003938e+00,3.77598104e+00,3.50005480e+00,-6.93802939e-01,4.24014735e+00,8.71688674e+00,5.67884379e+00,6.09599574e+00,6.29279747e+00,5.35658823e+00,-3.83088452e-01,2.93122209e-01,-2.49243369e-01,4.72318507e-01
"2027Q2",1.18626259e-01,-3.37844421e-02,1.45522265e-01,3.31319861e+00,-1.02014896e+00,4.07790700e+00,3.51133268e+00,-3.96944107e-01,4.20102858e+00,8.82244941e+00,5.93391000e+00,6.19405637e+00,5.71155172e+00,5.27148519e+00,-2.70987818e-01,1.86050549e-01,-2.97257287e-01,2.53474839e-01
"2027Q3",1.01823652e-01,-6.19947493e-02,1.30732782e-01,3.44854813e+00,-6.11801382e-01,4.16508040e+00,3.44965077e+00,-2.06886514e-01,4.09492205e+00,8.90721203e+00,6.09393060e+00,6.20160941e+00,5.43612624e+00,5.37986062e+00,-1.44335981e-01,7.96502982e-02,-2.74624535e-01,5.74769443e-02
"2027Q4",7.31107536e-02,-7.40728363e-02,9.90843283e-02,3.45846278e+00,-3.46418658e-01,4.12991245e+00,3.37281288e+00,-8.80410718e-02,3.98355181e+00,8.96229247e+00,6.16121569e+00,6.15320123e+00,5.39698213e+00,5.57999448e+00,-3.78569050e-02,-2.58127527e-03,-2.12052219e-01,-7.82733041e-02
"2028Q1",4.20431841e-02,-7.63921949e-02,6.29435452e-02,3.41192972e+00,-1.77019213e-01,4.04527365e+00,3.31392255e+00,-1.62051596e-02,3.90159215e+00,8.98874925e+00,6.15784799e+00,6.08252493e+00,5.50551685e+00,5.79072711e+00,3.20774232e-02,-5.15692117e-02,-1.37578853e-01,-1.45181608e-01
"2028Q2",1.56263533e-02,-7.31075040e-02,3.12852693e-02,3.35550763e+00,-7.15343713e-02,3.96027975e+00,3.28564432e+00,2.49952608e-02,3.86105298e+00,8.99353323e+00,6.11313074e+00,6.01518739e+00,5.67781882e+00,5.96069306e+00,6.38760616e-02,-6.91729566e-02,-7.12682457e-02,-1.53972267e-01
"2028Q3",-2.51773590e-03,-6.68816269e-02,8.84059781e-03,3.31473844e+00,-8.17079749e-03,3.90113418e+00,3.28657399e+00,4.65677806e-02,3.85833979e+00,8.98566060e+00,6.05424359e+00,5.96606079e+00,5.84981958e+00,6.06786368e+00,6.52954534e-02,-6.35864712e-02,-2.37441762e-02,-1.24655207e-01
"2028Q4",-1.18133540e-02,-5.93822381e-02,-3.41884503e-03,3.29848726e+00,2.78030517e-02,3.87566683e+00,3.30780820e+00,5.58543248e-02,3.88168241e+00,8.97338705e+00,6.00095846e+00,5.94006074e+00,5.98306179e+00,6.11296332e+00,4.80363175e-02,-4.50749226e-02,2.58605696e-03,-7.83364912e-02
"2029Q1",-1.37808975e-02,-5.16196461e-02,-7.10347129e-03,3.30459707e+00,4.62802241e-02,3.87959416e+00,3.33836176e+00,5.77035301e-02,3.91730145e+00,8.96263761e+00,5.96404395e+00,5.93486687e+00,6.06299106e+00,6.11044417e+00,2.35513988e-02,-2.28743036e-02,1.09269325e-02,-3.19677097e-02
"2029Q2",-1.09432063e-02,-4.41754158e-02,-5.07869871e-03,3.32538077e+00,5.38506272e-02,3.90270961e+00,3.36877911e+00,5.52768733e-02,3.95351480e+00,8.95656571e+00,5.94630504e+00,5.94423178e+00,6.09279439e+00,6.07990640e+00,5.31344020e-04,-3.50634765e-03,7.22412649e-03,3.93051096e-03
"2029Q3",-5.90282527e-03,-3.73561219e-02,-3.52243517e-04,3.35196073e+00,5.48590153e-02,3.93380221e+00,3.39289385e+00,5.06013330e-02,3.98271018e+00,8.95590873e+00,5.94501707e+00,5.96090891e+00,6.08574919e+00,6.03968288e+00,-1.60142279e-02,9.65241557e-03,-2.22408508e-03,2.52076564e-02
"2029Q4",-7.41110567e-04,-3.12959500e-02,4.65091991e-03,3.37703253e+00,5.21321717e-02,3.96377965e+00,3.40809539e+00,4.49469505e-02,4.00159218e+00,8.95975493e+00,5.95467321e+00,5.97868529e+00,6.05830417e+00,6.00318324e+00,-2.44874519e-02,1.59289769e-02,-1.23200332e-02,3.25990643e-02
