"Variables ->","CPI","GDP","S","RS","D4L_CPI_TAR","GDP_RW","CPI_RW","RS_RW","GDP_05","GDP_MINE_05","GDP_10","GDP_MINE_10","GDP_15","GDP_MINE_15","GDP_MINE","GDP_OTH","CPI_seas","CPI_RW_seas","GDP_seas","GDP_05_seas","GDP_10_seas","GDP_15_seas","GDP_MINE_seas","GDP_MINE_05_seas","GDP_MINE_10_seas","GDP_MINE_15_seas","GDP_OTH_seas","GDP_RW_seas","S_seas","L_CPI","L_CPI_RW","L_GDP","L_GDP_05","L_GDP_10","L_GDP_15","L_GDP_MINE","L_GDP_MINE_05","L_GDP_MINE_10","L_GDP_MINE_15","L_GDP_OTH","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_GDP","DLA_GDP_05","DLA_GDP_10","DLA_GDP_15","DLA_GDP_MINE","DLA_GDP_MINE_05","DLA_GDP_MINE_10","DLA_GDP_MINE_15","DLA_GDP_OTH","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_GDP","D4L_GDP_05","D4L_GDP_10","D4L_GDP_15","D4L_GDP_MINE","D4L_GDP_MINE_05","D4L_GDP_MINE_10","D4L_GDP_MINE_15","D4L_GDP_OTH","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","L_GDP_BAR","L_GDP_GAP","L_GDP_MINE_BAR","L_GDP_MINE_GAP","L_GDP_OTH_BAR","L_GDP_OTH_GAP","RR_BAR","RR_GAP","RR_RW_BAR","RR_RW_GAP","L_GDP_RW_BAR","L_GDP_RW_GAP","L_Z_BAR","L_Z_GAP","DLA_GDP_BAR","DLA_Z_BAR"
"2019Q3",9.78300000e+01,7.21542870e+06,2.66725667e+03,1.10300000e+01,8.00000000e+00,2.27683600e+04,1.08933333e+02,4.35000000e+00,NaN,NaN,7.43139188e+06,1.09802612e+06,7.21542870e+06,1.07557880e+06,1.07557880e+06,6.13984990e+06,9.81718397e+01,1.09263352e+02,6.96712306e+06,NaN,6.96895333e+06,6.97332716e+06,9.85802554e+05,NaN,1.01428257e+06,9.86378317e+05,5.97250371e+06,2.23150334e+04,2.67256056e+03,4.58671941e+02,4.69376104e+02,1.57567129e+03,NaN,1.57569756e+03,1.57576030e+03,1.38012114e+03,NaN,1.38296921e+03,1.38017952e+03,1.56026768e+03,1.00130159e+03,7.89079230e+02,7.99783394e+02,5.91792583e+00,4.29218723e+00,-4.91123064e+00,NaN,-5.27855758e+00,-4.91004616e+00,-5.98126997e+01,NaN,-4.46854934e+01,-6.06097141e+01,1.54521147e+00,3.25145382e+00,4.38527677e-01,-1.18721092e+00,8.58806243e+00,2.81103381e+00,5.38603119e+00,NaN,5.36009716e+00,5.16532085e+00,-3.13272851e+00,NaN,-1.74663807e+00,-3.20507637e+00,7.11818038e+00,5.57132433e+00,7.28740859e+00,1.51037997e+00,2.44193757e+00,1.53896619e+00,1.57134785e+03,4.32343937e+00,1.37846325e+03,1.65789112e+00,1.55541049e+03,4.85718743e+00,3.81767827e+00,-1.37574070e+00,2.22991534e+00,-6.90949156e-01,1.00210159e+03,-8.00000000e-01,8.00698843e+02,-9.15449062e-01,2.56776199e+00,1.29770797e+00
"2019Q4",9.76500000e+01,7.73981010e+06,2.70353667e+03,1.10300000e+01,8.00000000e+00,2.47627800e+04,1.11066667e+02,4.35000000e+00,NaN,NaN,7.81242194e+06,1.13264190e+06,7.73981010e+06,1.08571970e+06,1.08571970e+06,6.65409040e+06,9.85789109e+01,1.11064149e+02,6.94110187e+06,NaN,6.93535581e+06,6.94099337e+06,8.66701072e+05,NaN,9.16963694e+05,8.63981926e+05,6.10512546e+06,2.28356371e+04,2.68535011e+03,4.59085735e+02,4.71010796e+02,1.57529711e+03,NaN,1.57521429e+03,1.57529555e+03,1.36724494e+03,NaN,1.37288232e+03,1.36693071e+03,1.56246392e+03,1.00360776e+03,7.89556639e+02,8.01481699e+02,1.65517753e+00,6.53876538e+00,-1.49673856e+00,NaN,-1.93307511e+00,-1.85902520e+00,-5.15047809e+01,NaN,-4.03475733e+01,-5.29952478e+01,8.78497418e+00,9.22470114e+00,1.90963542e+00,6.79322326e+00,5.10155389e+00,4.11973302e+00,2.09868832e+00,NaN,7.24953828e-01,2.24784041e+00,-2.06587225e+01,NaN,-1.78265695e+01,-2.05122881e+01,6.22547630e+00,5.80655676e+00,4.40119585e+00,3.41937497e+00,5.92844611e+00,2.30266979e-01,1.57196655e+03,3.33056304e+00,1.37762558e+03,-1.03806367e+01,1.55627196e+03,6.19195739e+00,3.43388044e+00,2.49456567e+00,2.24706275e+00,-2.01679577e+00,1.00405776e+03,-4.50000000e-01,8.00935398e+02,5.46301153e-01,2.47476675e+00,9.46222402e-01
"2020Q1",1.00500000e+02,4.72072670e+06,2.75664333e+03,1.00000000e+01,8.00000000e+00,1.83177800e+04,1.12933333e+02,4.35000000e+00,NaN,NaN,4.63730455e+06,6.76826936e+05,4.72072670e+06,6.41400800e+05,6.41400800e+05,4.07932590e+06,1.00090707e+02,1.12271081e+02,6.21695489e+06,NaN,6.30344267e+06,6.20729959e+06,7.70196188e+05,NaN,8.19526988e+05,7.71727836e+05,5.44118575e+06,2.00603778e+04,2.75112282e+03,4.60607685e+02,4.72091631e+02,1.56427908e+03,NaN,1.56566065e+03,1.56412365e+03,1.35544006e+03,NaN,1.36164826e+03,1.35563872e+03,1.55095076e+03,9.90650190e+02,7.91976440e+02,8.03460387e+02,6.08779744e+00,4.32334231e+00,-4.40721249e+01,NaN,-3.82145676e+01,-4.46875796e+01,-4.72195444e+01,NaN,-4.49362198e+01,-4.51679623e+01,-4.60526609e+01,-5.18302924e+01,9.67920512e+00,7.91474999e+00,6.24771383e+00,4.87070336e+00,-1.10671564e+01,NaN,-1.12177583e+01,-1.09833909e+01,-4.06801124e+01,NaN,-3.53066611e+01,-4.07042938e+01,-5.68771721e+00,-7.78951933e+00,4.56996666e+00,3.19295619e+00,3.75228617e+00,-5.20703362e-01,1.57257348e+03,-8.29440354e+00,1.37680221e+03,-2.13621570e+01,1.55711594e+03,-6.16518109e+00,3.05150163e+00,7.00784546e-01,2.27910333e+00,-2.79980669e+00,9.93650190e+02,-3.00000000e+00,8.01084031e+02,2.37635604e+00,2.42774141e+00,5.94530431e-01
"2020Q2",1.00200000e+02,7.09027010e+06,2.79889000e+03,9.00000000e+00,8.00000000e+00,2.24846800e+04,1.10700000e+02,4.35000000e+00,NaN,NaN,6.88057636e+06,6.89044874e+05,7.09027010e+06,6.65069600e+05,6.65069600e+05,6.42520050e+06,9.92860274e+01,1.11028635e+02,6.52916290e+06,NaN,6.42569423e+06,6.53068341e+06,8.17484469e+05,NaN,8.05560156e+05,8.18567162e+05,5.69419567e+06,2.29109546e+04,2.81607784e+03,4.59800485e+02,4.70978814e+02,1.56917893e+03,NaN,1.56758152e+03,1.56920222e+03,1.36139872e+03,NaN,1.35992932e+03,1.36153107e+03,1.55549579e+03,1.00393704e+03,7.94310036e+02,8.05488365e+02,-3.22879868e+00,-4.45126752e+00,1.95994088e+01,NaN,7.68349477e+00,2.03142565e+01,2.38346530e+01,NaN,-6.87577946e+00,2.35694016e+01,1.81801392e+01,5.31474190e+01,9.33438112e+00,8.11191228e+00,2.60802553e+00,2.67575685e+00,-7.72017134e+00,NaN,-9.43567638e+00,-7.78559860e+00,-3.36755930e+01,NaN,-3.42112665e+01,-3.38008806e+01,-4.38558401e+00,3.44832038e+00,5.34043733e+00,5.40816865e+00,6.39197447e+00,1.67424315e+00,1.57318223e+03,-4.00330445e+00,1.37602414e+03,-1.46254172e+01,1.55795368e+03,-2.45788862e+00,2.67502800e+00,3.71694647e+00,2.32548433e+00,-6.51241181e-01,1.00743704e+03,-3.50000000e+00,8.01145030e+02,4.34333466e+00,2.43501237e+00,2.43997808e-01
"2020Q3",9.96000000e+01,7.02467190e+06,2.84656333e+03,8.00000000e+00,8.00000000e+00,2.38702100e+04,1.11066667e+02,4.35000000e+00,NaN,NaN,7.20347668e+06,1.04082050e+06,7.02467190e+06,1.01792870e+06,1.01792870e+06,6.00674320e+06,1.00041764e+02,1.11401816e+02,6.77547518e+06,NaN,6.74872895e+06,6.77927956e+06,9.22757038e+05,NaN,9.61307215e+05,9.23394923e+05,5.83990790e+06,2.34122294e+04,2.84780120e+03,4.60558774e+02,4.71314363e+02,1.57288201e+03,NaN,1.57248647e+03,1.57293814e+03,1.37351212e+03,NaN,1.37760493e+03,1.37358123e+03,1.55802256e+03,1.00610138e+03,7.95430247e+02,8.06185836e+02,3.03315704e+00,1.34219551e+00,1.48123040e+01,NaN,1.96198028e+01,1.49436971e+01,4.84536261e+01,NaN,7.07024637e+01,4.82006254e+01,1.01070694e+01,8.65733866e+00,4.48084402e+00,2.78988248e+00,1.88683334e+00,1.93825892e+00,-2.78928768e+00,NaN,-3.21108628e+00,-2.82216277e+00,-6.60901158e+00,NaN,-5.36427723e+00,-6.59829576e+00,-2.24511954e+00,4.79979159e+00,6.35101642e+00,6.40244201e+00,6.11316666e+00,2.41174108e+00,1.57380120e+03,-9.19189351e-01,1.37530898e+03,-1.79685984e+00,1.55879261e+03,-7.70048891e-01,2.30938370e+00,3.80378297e+00,2.38390311e+00,2.78379643e-02,1.00960138e+03,-3.50000000e+00,8.01120172e+02,5.06566393e+00,2.47584362e+00,-9.94345780e-02
"2020Q4",1.00200000e+02,7.81970800e+06,2.85106333e+03,6.00000000e+00,8.00000000e+00,2.63508900e+04,1.11200000e+02,4.35000000e+00,NaN,NaN,7.78873824e+06,1.36838341e+06,7.81970800e+06,1.34264680e+06,1.34264680e+06,6.47706120e+06,1.01020218e+02,1.11144740e+02,6.98769114e+06,NaN,6.91608526e+06,6.98874832e+06,1.07244541e+06,NaN,1.10674062e+06,1.07002056e+06,5.91637813e+06,2.43220341e+04,2.84013067e+03,4.61532067e+02,4.71083332e+02,1.57596608e+03,NaN,1.57493605e+03,1.57598120e+03,1.38854520e+03,NaN,1.39169299e+03,1.38831884e+03,1.55932350e+03,1.00991380e+03,7.95160534e+02,8.04711799e+02,3.89317205e+00,-9.24125192e-01,1.23362762e+01,NaN,9.79828486e+00,1.21722543e+01,6.01323117e+01,NaN,5.63522238e+01,5.89504504e+01,5.20377289e+00,1.52496718e+01,-1.07885075e+00,-5.89614799e+00,2.44633196e+00,7.25362780e-02,6.68966013e-01,NaN,-2.78246288e-01,6.85657107e-01,2.13002616e+01,NaN,1.88106721e+01,2.13881288e+01,-3.14041986e+00,6.30603425e+00,5.60389488e+00,3.23009919e+00,3.55366804e+00,4.27746372e+00,1.57443625e+03,1.52982298e+00,1.37466526e+03,1.38799475e+01,1.55963860e+03,-3.15098559e-01,1.96181596e+00,1.59185207e+00,2.45165003e+00,1.82581369e+00,1.01391380e+03,-4.00000000e+00,8.01013945e+02,3.69785403e+00,2.54022691e+00,-4.24908389e-01
"2021Q1",1.02800000e+02,5.42056180e+06,2.84973000e+03,6.00000000e+00,8.00000000e+00,2.45513700e+04,1.12810270e+02,4.35000000e+00,NaN,NaN,5.36751745e+06,9.07725430e+05,5.42056180e+06,8.88600500e+05,8.88600500e+05,4.53196130e+06,1.02547859e+02,1.12230839e+02,7.10729692e+06,NaN,7.29706410e+06,7.10215671e+06,1.06249987e+06,NaN,1.09930052e+06,1.06394134e+06,6.01832661e+06,2.66797739e+04,2.84637609e+03,4.63032960e+02,4.72055781e+02,1.57766325e+03,NaN,1.58029826e+03,1.57759091e+03,1.38761351e+03,NaN,1.39101846e+03,1.38774908e+03,1.56103198e+03,1.01916610e+03,7.95380192e+02,8.04403012e+02,6.00357171e+00,3.88979627e+00,6.78871956e+00,NaN,2.14488775e+01,6.43881067e+00,-3.72678897e+00,NaN,-2.69809313e+00,-2.27904155e+00,6.83391607e+00,3.70092231e+01,8.78630750e-01,-1.23514469e+00,2.42527553e+00,-3.58502325e-02,1.33841771e+01,NaN,1.46376150e+01,1.34672547e+01,3.21734504e+01,NaN,2.93702037e+01,3.21103590e+01,1.00812244e+01,2.85159131e+01,3.40375129e+00,9.42625523e-01,3.57472447e+00,4.38585023e+00,1.57509272e+03,2.57053681e+00,1.37410032e+03,1.35131859e+01,1.56049706e+03,5.34923560e-01,1.64194940e+00,1.93277507e+00,2.52603283e+00,1.85981740e+00,1.02116610e+03,-2.00000000e+00,8.00834005e+02,3.56900772e+00,2.62586426e+00,-7.19759466e-01
"2021Q2",1.07000000e+02,7.13381320e+06,2.84952667e+03,6.00000000e+00,8.00000000e+00,2.68481900e+04,1.12103820e+02,4.35000000e+00,NaN,NaN,NaN,NaN,7.13381320e+06,7.25274100e+05,7.25274100e+05,6.40853910e+06,1.05848831e+02,1.12426110e+02,6.62089896e+06,NaN,NaN,6.61881730e+06,9.05957356e+05,NaN,NaN,9.06847837e+05,5.72270199e+06,2.74904694e+04,2.86156360e+03,4.66201195e+02,4.72229621e+02,1.57057417e+03,NaN,NaN,1.57054273e+03,1.37167475e+03,NaN,NaN,1.37177299e+03,1.55599516e+03,1.02215947e+03,7.95912347e+02,8.01940773e+02,1.26729391e+01,6.95359775e-01,-2.83563343e+01,NaN,NaN,-2.81927204e+01,-6.37550159e+01,NaN,NaN,-6.39043453e+01,-2.01472715e+01,1.19734516e+01,2.12862004e+00,-9.84895926e+00,6.40070997e+00,1.25080659e+00,1.39524138e+00,NaN,NaN,1.34051042e+00,1.02760332e+01,NaN,NaN,1.02419222e+01,4.99371709e-01,1.82224213e+01,1.60231102e+00,-3.54759236e+00,-4.00709969e-01,3.09919341e+00,1.57577686e+03,-5.20269182e+00,1.37363023e+03,-1.95547396e+00,1.56137318e+03,-5.37801701e+00,1.36040353e+00,-1.76111350e+00,2.60550038e+00,4.93693027e-01,1.02315947e+03,-1.00000000e+00,8.00590319e+02,1.35045370e+00,2.73658022e+00,-9.74743174e-01
"2021Q3",1.09800000e+02,6.98059230e+06,2.84894000e+03,6.00000000e+00,8.00000000e+00,2.78521000e+04,1.12178180e+02,4.35000000e+00,NaN,NaN,NaN,NaN,6.98059230e+06,9.62806800e+05,9.62806800e+05,6.01778550e+06,1.10439553e+02,1.12474194e+02,6.71572001e+06,NaN,NaN,6.71951520e+06,8.65471298e+05,NaN,NaN,8.65344746e+05,5.84506229e+06,2.74246212e+04,2.84842903e+03,4.70446834e+02,4.72272381e+02,1.57199616e+03,NaN,NaN,1.57205266e+03,1.36710295e+03,NaN,NaN,1.36708833e+03,1.55811078e+03,1.02191965e+03,7.95452291e+02,7.97277838e+02,1.69825550e+01,1.71039826e-01,5.68795684e+00,NaN,NaN,6.03972436e+00,-1.82872096e+01,NaN,NaN,-1.87386772e+01,8.46247287e+00,-9.59273169e-01,-1.84022507e+00,-1.86517402e+01,9.88805946e+00,9.58017670e-01,-8.85845406e-01,NaN,NaN,-8.85482769e-01,-6.40917570e+00,NaN,NaN,-6.49290344e+00,8.82225836e-02,1.58182683e+01,2.20437448e-02,-8.90799804e+00,-3.88805946e+00,3.39198233e+00,1.57649656e+03,-4.50040289e+00,1.37327947e+03,-6.17651682e+00,1.56227250e+03,-4.16172340e+00,1.12900583e+00,-5.01706529e+00,2.68966395e+00,7.02318378e-01,1.02341965e+03,-1.50000000e+00,8.00295085e+02,-3.01724711e+00,2.87880115e+00,-1.18093699e+00
"2021Q4",1.14100000e+02,7.55669650e+06,2.84896000e+03,6.00000000e+00,8.00000000e+00,3.06681300e+04,1.13182090e+02,4.35000000e+00,NaN,NaN,NaN,NaN,7.55669650e+06,1.12118250e+06,1.12118250e+06,6.43551400e+06,1.14944465e+02,1.13097751e+02,6.73908199e+06,NaN,NaN,6.74015587e+06,8.95602640e+05,NaN,NaN,8.95067584e+05,5.85712554e+06,2.81832563e+04,2.84182729e+03,4.74444910e+02,4.72825250e+02,1.57234343e+03,NaN,NaN,1.57235936e+03,1.37052521e+03,NaN,NaN,1.37046545e+03,1.55831695e+03,1.02464833e+03,7.95220253e+02,7.93600594e+02,1.59923029e+01,2.21147646e+00,1.38906593e+00,NaN,NaN,1.22681633e+00,1.36890483e+01,NaN,NaN,1.35085004e+01,8.24683196e-01,1.09147443e+01,-9.28148168e-01,-1.47089746e+01,1.29128422e+01,1.74191808e+00,-3.62264798e+00,NaN,NaN,-3.62184227e+00,-1.80199916e+01,NaN,NaN,-1.78533909e+01,-1.00654984e+00,1.47345364e+01,5.97193894e-02,-1.11112047e+01,-6.91284217e+00,2.60808192e+00,1.57725644e+03,-4.91301649e+00,1.37307131e+03,-2.54610092e+00,1.56319721e+03,-4.88025397e+00,9.58483123e-01,-7.87132529e+00,2.77844336e+00,-1.70361442e-01,1.02664833e+03,-2.00000000e+00,7.99961343e+02,-6.36074956e+00,3.03952030e+00,-1.33496479e+00
"2022Q1",1.19000000e+02,5.21406250e+06,2.86945333e+03,6.50000000e+00,8.00000000e+00,2.57258400e+04,1.14111650e+02,4.35000000e+00,NaN,NaN,NaN,NaN,5.21406250e+06,5.43286400e+05,5.43286400e+05,4.67077610e+06,1.18777573e+02,1.13612314e+02,6.82320305e+06,NaN,NaN,6.82069253e+06,6.47995069e+05,NaN,NaN,6.48087968e+05,6.18080366e+06,2.78659218e+04,2.86633743e+03,4.77725261e+02,4.73279190e+02,1.57358396e+03,NaN,NaN,1.57354716e+03,1.33816384e+03,NaN,NaN,1.33817817e+03,1.56369589e+03,1.02351598e+03,7.96079034e+02,7.91632962e+02,1.31214056e+01,1.81575849e+00,4.96212175e+00,NaN,NaN,4.75118420e+00,-1.29445499e+02,NaN,NaN,-1.29149115e+02,2.15157378e+01,-4.52942141e+00,3.43512023e+00,-7.87052687e+00,1.46923006e+01,1.22340864e+00,-4.07929744e+00,NaN,NaN,-4.04374889e+00,-4.94496690e+01,NaN,NaN,-4.95709093e+01,2.66390559e+00,4.34987531e+00,6.98841759e-01,-1.27700502e+01,-8.19230064e+00,3.12659136e+00,1.57805832e+03,-4.47435772e+00,1.37302517e+03,-3.48613382e+01,1.56414686e+03,-4.50971449e-01,8.56426530e-01,-9.04872717e+00,2.87219738e+00,2.54393985e-01,1.02651598e+03,-3.00000000e+00,7.99600251e+02,-7.96728886e+00,3.20748668e+00,-1.44436968e+00
"2022Q2",1.25100000e+02,7.59380280e+06,3.09210333e+03,9.00000000e+00,8.00000000e+00,2.69541300e+04,1.14632190e+02,4.35000000e+00,NaN,NaN,NaN,NaN,7.59380280e+06,5.74517300e+05,5.74517300e+05,7.01928550e+06,1.23605127e+02,1.14942253e+02,7.07992074e+06,NaN,NaN,7.07731951e+06,7.25901719e+05,NaN,NaN,7.26353813e+05,6.30603926e+06,2.77410872e+04,3.10378058e+03,4.81709202e+02,4.74442985e+02,1.57727733e+03,NaN,NaN,1.57724058e+03,1.34951699e+03,NaN,NaN,1.34957925e+03,1.56570183e+03,1.02306699e+03,8.04037619e+02,7.96771402e+02,1.59357659e+01,4.65518229e+00,1.47734783e+01,NaN,NaN,1.47736900e+01,4.54126182e+01,NaN,NaN,4.56043205e+01,8.02379309e+00,-1.79595854e+00,3.18343416e+01,2.05537580e+01,1.55080073e+01,2.21336427e+00,6.70315571e+00,NaN,NaN,6.69785371e+00,-2.21577604e+01,NaN,NaN,-2.21937429e+01,9.70667173e+00,9.07522784e-01,8.12527214e+00,-5.16937093e+00,-6.50800734e+00,2.13663573e+00,1.57890092e+03,-1.62359257e+00,1.37315887e+03,-2.36418822e+01,1.56511798e+03,5.83850737e-01,8.25507612e-01,-7.33351495e+00,2.97117829e+00,-8.34542561e-01,1.02586699e+03,-2.80000000e+00,7.99218988e+02,-2.44758597e+00,3.37041773e+00,-1.52505354e+00
"2022Q3",1.25000000e+02,7.47904710e+06,3.19861667e+03,1.00000000e+01,8.00000000e+00,2.89404800e+04,1.15152740e+02,4.35000000e+00,NaN,NaN,NaN,NaN,7.47904710e+06,9.41038900e+05,9.41038900e+05,6.53800820e+06,1.25909104e+02,1.15426709e+02,7.18100535e+06,NaN,NaN,7.18381742e+06,8.38934219e+05,NaN,NaN,8.38991487e+05,6.34492418e+06,2.85294979e+04,3.19693104e+03,4.83556025e+02,4.74863577e+02,1.57869500e+03,NaN,NaN,1.57873415e+03,1.36398876e+03,NaN,NaN,1.36399558e+03,1.56631657e+03,1.02586938e+03,8.06994658e+02,7.98302210e+02,7.38729160e+00,1.68236787e+00,5.67067234e+00,NaN,NaN,5.97427233e+00,5.78870667e+01,NaN,NaN,5.76653272e+01,2.45894581e+00,1.12095837e+01,1.18281557e+01,6.12323202e+00,1.31091915e+01,2.59119628e+00,6.69883459e+00,NaN,NaN,6.68149070e+00,-3.11419135e+00,NaN,NaN,-3.09274178e+00,8.20578997e+00,3.94973700e+00,1.15423673e+01,1.02437214e+00,-3.10919149e+00,1.75880372e+00,1.57978020e+03,-1.08520638e+00,1.37346844e+03,-9.47968107e+00,1.56610683e+03,2.09745173e-01,8.62742470e-01,-3.97193396e+00,3.07579741e+00,-1.31699368e+00,1.02866938e+03,-2.80000000e+00,7.98819754e+02,-5.17544320e-01,3.51712758e+00,-1.59693459e+00
"2022Q4",1.29200000e+02,8.16819620e+06,3.40254000e+03,1.20000000e+01,8.00000000e+00,3.15427100e+04,1.15264290e+02,4.35000000e+00,NaN,NaN,NaN,NaN,8.16819620e+06,1.07435490e+06,1.07435490e+06,7.09384130e+06,1.30068973e+02,1.15130772e+02,7.28035817e+06,NaN,NaN,7.28126479e+06,8.60790290e+05,NaN,NaN,8.60390413e+05,6.44010349e+06,2.88911318e+04,3.39513754e+03,4.86806487e+02,4.74606863e+02,1.58006906e+03,NaN,NaN,1.58008151e+03,1.36656062e+03,NaN,NaN,1.36651415e+03,1.56780552e+03,1.02712900e+03,8.13009955e+02,8.00810332e+02,1.30018467e+01,-1.02685507e+00,5.49626664e+00,NaN,NaN,5.38946640e+00,1.02874442e+01,NaN,NaN,1.00742780e+01,5.95578326e+00,5.03844992e+00,2.40611895e+01,1.00324877e+01,1.23615774e+01,1.78161339e+00,7.72563477e+00,NaN,NaN,7.72215322e+00,-3.96459237e+00,NaN,NaN,-3.95129738e+00,9.48856498e+00,2.48066342e+00,1.77897018e+01,7.20973772e+00,-3.61577444e-01,2.56838661e+00,1.58069109e+03,-6.22029025e-01,1.37393513e+03,-7.37450750e+00,1.56710999e+03,6.95526373e-01,9.60563760e-01,-1.32214120e+00,3.18594441e+00,-6.17557807e-01,1.02952900e+03,-2.40000000e+00,7.98403221e+02,2.40711057e+00,3.64355723e+00,-1.66613180e+00
"2023Q1",1.33600000e+02,5.62980690e+06,3.50008333e+03,1.30000000e+01,8.00000000e+00,2.68963400e+04,1.15557064e+02,4.35000000e+00,NaN,NaN,NaN,NaN,5.62980690e+06,8.07892600e+05,8.07892600e+05,4.82191430e+06,1.33371130e+02,1.15143264e+02,7.35249099e+06,NaN,NaN,7.35210615e+06,9.61878443e+05,NaN,NaN,9.61998624e+05,6.36724577e+06,2.91131458e+04,3.49677152e+03,4.89313569e+02,4.74617712e+02,1.58105497e+03,NaN,NaN,1.58104974e+03,1.37766434e+03,NaN,NaN,1.37767683e+03,1.56666776e+03,1.02789451e+03,8.15959540e+02,8.01263683e+02,1.00283297e+01,4.33966533e-02,3.94364247e+00,NaN,NaN,3.87289615e+00,4.44148699e+01,NaN,NaN,4.46507062e+01,-4.55104381e+00,3.06205095e+00,1.17983389e+01,1.81340593e+00,1.15883085e+01,1.33852293e+00,7.47101494e+00,NaN,NaN,7.50258121e+00,3.95004997e+01,NaN,NaN,3.94986580e+01,2.97186959e+00,4.37853151e+00,1.98805064e+01,9.63072092e+00,1.41169154e+00,3.01147707e+00,1.58162784e+03,-5.72866822e-01,1.37453427e+03,3.13007043e+00,1.56812422e+03,-1.45645955e+00,1.10892168e+00,3.02769859e-01,3.30068589e+00,-2.89208828e-01,1.02989451e+03,-2.00000000e+00,7.97969736e+02,3.29394680e+00,3.74699366e+00,-1.73393902e+00
"2023Q2",1.38400000e+02,8.03099290e+06,3.46528333e+03,1.30000000e+01,8.00000000e+00,2.86619600e+04,1.14743740e+02,4.35000000e+00,NaN,NaN,NaN,NaN,8.03099290e+06,8.12294100e+05,8.12294100e+05,7.21869880e+06,1.36704500e+02,1.15048439e+02,7.51207477e+06,NaN,NaN,7.50889236e+06,1.03194115e+06,NaN,NaN,1.03231293e+06,6.50724906e+06,2.95713311e+04,3.47791850e+03,4.91782166e+02,4.74535325e+02,1.58320223e+03,NaN,NaN,1.58315985e+03,1.38469522e+03,NaN,NaN,1.38473124e+03,1.56884274e+03,1.02945606e+03,8.15418926e+02,7.98172084e+02,9.87438835e+00,-3.29550924e-01,8.58901146e+00,NaN,NaN,8.44045745e+00,2.81235337e+01,NaN,NaN,2.82176425e+01,8.69991786e+00,6.24621235e+00,-2.16245560e+00,-1.23663949e+01,1.00729641e+01,9.23396317e-02,5.92489823e+00,NaN,NaN,5.91927308e+00,3.51782286e+01,NaN,NaN,3.51519885e+01,3.14090078e+00,6.38907423e+00,1.13813072e+01,1.40068270e+00,2.92703592e+00,4.25766037e+00,1.58258431e+03,6.17915588e-01,1.37523658e+03,9.45864121e+00,1.56914667e+03,-3.03937886e-01,1.29694008e+00,1.63009583e+00,3.41870246e+00,8.38957913e-01,1.03085606e+03,-1.40000000e+00,7.97521152e+02,6.50932707e-01,3.82588182e+00,-1.79433849e+00
"2023Q3",1.37500000e+02,8.09066010e+06,3.45909294e+03,1.30000000e+01,8.00000000e+00,3.03470300e+04,1.15078380e+02,4.35000000e+00,NaN,NaN,NaN,NaN,8.09066010e+06,1.11134690e+06,1.11134690e+06,6.97931320e+06,1.38534808e+02,1.15301488e+02,7.75472987e+06,NaN,NaN,7.75684799e+06,9.85665358e+05,NaN,NaN,9.85780831e+05,6.77090012e+06,2.99432178e+04,3.45780673e+03,4.93112162e+02,4.74755033e+02,1.58638135e+03,NaN,NaN,1.58640866e+03,1.38010722e+03,NaN,NaN,1.38011893e+03,1.57281446e+03,1.03070581e+03,8.14838978e+02,7.96481849e+02,5.31998155e+00,8.78833008e-01,1.27165069e+01,NaN,NaN,1.29952396e+01,-1.83520058e+01,NaN,NaN,-1.84492311e+01,1.58868957e+01,4.99899976e+00,-2.31979415e+00,-6.76094269e+00,9.55613657e+00,-1.08544084e-01,7.68635686e+00,NaN,NaN,7.67451489e+00,1.61184605e+01,NaN,NaN,1.61233489e+01,6.49788825e+00,4.83642824e+00,7.84431968e+00,-1.82036097e+00,3.44386343e+00,4.45854408e+00,1.58355401e+03,2.82734493e+00,1.37601474e+03,4.09247664e+00,1.57017363e+03,2.64083324e+00,1.51393206e+00,1.92993137e+00,3.53849395e+00,9.20050134e-01,1.03210581e+03,-1.40000000e+00,7.97061378e+02,-5.79529134e-01,3.87878952e+00,-1.83909533e+00
